LandAverageTemperature
-0.8109999999999999
2.436
1.864
7.435999999999999
10.661
11.945
12.887
13.917
11.197
6.7010000000000005
5.436
2.553
0.6000000000000001
2.735
5.976
7.3210000000000015
13.450999999999999
16.820999999999998
19.021
15.331
12.534999999999998
7.2269999999999985
5.089
-0.8370000000000002
6.8660000000000005
4.801
3.5280000000000005
9.019
10.880999999999998
13.499
14.72
13.992
10.325999999999999
6.1560000000000015
6.367000000000001
3.123
1.3690000000000002
0.7709999999999999
1.5760000000000003
7.870999999999999
10.700999999999999
12.270999999999999
16.391
14.126
11.378
5.535
4.588
3.384
1.741
6.162000000000001
5.521
7.879999999999999
11.175
11.722999999999999
12.507
12.282
10.696
10.011
5.791
5.315
3.78
3.832
6.859
9.013
10.734000000000002
10.832999999999998
13.953
13.12
10.993
7.904
5.603
2.399
-0.7930000000000001
4.896
6.062
8.007
11.228
13.652999999999999
13.555
13.758
12.25
8.465
7.4540000000000015
2.333
-0.6430000000000002
3.932
7.022
6.278
10.193
14.112
13.361
14.597
11.675
9.027
7.915
1.189
-2.08
0.5060000000000002
2.446
6.92
9.066
12.489999999999998
13.875
12.352
10.824000000000002
7.728999999999999
4.581
2.667
2.305
2.164
4.57
8.966999999999997
12.873
15.142
14.461
13.494000000000002
11.25
5.296999999999999
2.79
-0.9780000000000002
1.974
4.105
1.612
9.788
9.996
11.884
11.621
11.413
10.724
8.661
5.791
4.734
5.101
-0.274
2.814
5.716999999999999
9.626
14.104
13.828
14.204
11.363
10.317
4.916
2.522
1.253
1.4780000000000002
3.057
8.857999999999997
9.531
12.646999999999998
14.581
14.098
10.302999999999999
9.267999999999999
7.7360000000000015
5.5120000000000005
-0.43699999999999983
1.4209999999999998
4.4220000000000015
9.415
12.764
12.811
14.484000000000002
13.624
12.488
9.206
3.3689999999999998
5.090999999999998
-0.3249999999999997
4.914
5.643
10.152999999999999
16.025
15.370999999999999
16.521
14.099
10.936
8.59
3.029
0.31000000000000005
4.261
6.4270000000000005
7.758999999999999
7.951999999999999
11.399
12.314
14.719
14.435
11.095999999999998
10.372
8.179
1.2839999999999998
-0.8059999999999999
4.825
4.652
7.439999999999999
10.475
14.564
14.108
14.837
10.602
8.059999999999999
5.87
5.021
6.021000000000001
4.9190000000000005
5.572
6.361999999999999
11.389
12.323
12.743
12.815
11.379
6.956
5.529
3.067
2.521
6.093999999999999
4.604
10.983999999999998
11.286
11.731
15.037
12.869000000000002
13.377
8.049
3.854
2.101
1.4700000000000002
5.14
6.9670000000000005
9.965
14.18
12.547
13.659
13.799
12.683
9.35
5.7700000000000005
2.269
2.515
4.08
5.724
13.732
15.756999999999998
14.747
16.183
12.947
8.844
9.376
6.706
2.584
2.401
2.267
4.772
6.922999999999999
11.102
11.677999999999999
14.285
14.140999999999998
10.303999999999998
8.546999999999999
7.523
3.2880000000000003
0.3410000000000002
0.6389999999999998
2.565
8.617999999999999
10.989999999999998
13.800999999999998
13.925
15.683
12.398
8.978
4.956
1.921
-1.4310000000000005
5.2940000000000005
4.799
8.574
11.819
14.34
13.069
13.970999999999998
9.957999999999998
7.3569999999999975
2.196
2.224
2.596
0.9890000000000001
3.919
8.142000000000001
10.013
12.802999999999999
14.947000000000001
15.861
10.265999999999998
6.835999999999999
4.557
3.415
0.865
1.045
2.289
6.379
9.853
13.744000000000002
14.468
14.466
10.497
7.350999999999999
5.526
1.873
0.7630000000000001
2.657
5.648
9.318
11.582999999999998
13.035
15.294
14.455
12.158
7.7120000000000015
5.7410000000000005
0.7339999999999995
2.845
2.563
4.698
7.7719999999999985
11.402999999999999
14.369000000000002
13.451
13.555
10.357
7.7719999999999985
5.801
1.7959999999999998
0.7350000000000001
3.5810000000000004
5.336
8.713999999999999
10.427999999999999
13.808
16.468
13.885
11.699000000000002
9.349
6.1110000000000015
1.2519999999999998
3.706
1.675
3.989
7.693999999999999
11.665999999999999
13.507
15.462
13.84
12.017999999999999
7.39
5.964
3.0989999999999998
2.444
2.9730000000000003
4.582
6.052999999999999
10.357
13.745999999999999
13.812
13.925
11.232999999999999
8.577
5.331
2.755
1.493
3.466
4.79
9.127
9.859
13.231
13.612
13.744000000000002
11.677
8.08
6.206
3.526
0.3480000000000003
3.62
4.4289999999999985
7.994
11.321
13.581
14.212
12.281
12.491
8.097000000000001
5.306
3.388
0.5209999999999999
4.745
5.042
8.642999999999999
11.059
13.145999999999999
14.336
13.16
12.002
8.392999999999999
5.666
2.037
3.71
3.605
5.6960000000000015
9.367
12.376
11.994000000000002
12.874
13.484000000000002
11.895999999999999
9.107999999999999
5.284
2.918
2.7310000000000003
4.39
5.709
8.918
11.029000000000002
13.293
14.295
13.14
11.133
7.786
5.207000000000002
2.573
2.8440000000000003
2.736
3.477
7.773
11.273
14.216
14.314
14.722
12.012
8.924
5.702000000000001
1.259
4.396
4.957
4.056
6.6
10.417
13.852
14.107
14.04
12.459
9.191
4.777
3.275
2.6790000000000003
3.213
7.007999999999999
8.083
11.768999999999998
13.245999999999999
14.951
14.754
11.627
8.655
6.0310000000000015
2.0269999999999997
1.923
2.0780000000000003
3.986
8.786
11.353
13.68
14.869000000000002
14.086
12.311
9.606
5.904
3.487
2.815
3.634
4.452
9.125
11.097
13.606
13.763
13.619000000000002
10.795
9.469
5.572
3.864
2.6870000000000003
3.149
6.455
7.404
12.123
12.536
14.675999999999998
13.187
11.462
9.099
5.72
4.577999999999999
3.74
2.8280000000000003
5.2010000000000005
7.6229999999999976
10.457
14.470999999999998
14.628
14.039
11.787999999999998
9.747
5.535
2.881
0.6019999999999999
1.443
4.875
9.291
11.795
13.821
15.106
15.366
12.33
9.119
5.961
2.327
2.4450000000000003
1.939
4.425
10.057
12.107
13.774
15.774000000000001
14.511
12.468
9.282
7.1320000000000014
2.224
2.822
2.557
5.76
8.123
11.104
14.027
14.702
15.27
12.039
7.635999999999999
4.555
4.158
2.9170000000000003
2.937
4.691
8.032
11.503
12.418
13.923
14.593
12.549
8.426
5.231
3.989
1.0550000000000002
4.0939999999999985
4.788
6.970999999999999
9.331
13.293
14.138
13.799
12.614999999999998
8.857000000000003
6.015
4.420999999999999
1.131
2.142
4.3610000000000015
7.4819999999999975
9.357
13.428999999999998
14.491
13.047
12.710999999999999
7.971999999999999
4.5120000000000005
0.887
0.20800000000000016
0.8559999999999999
3.425
7.8329999999999975
9.243
12.998
12.656
12.905
10.967
8.65
3.0989999999999998
2.077
0.8880000000000001
2.391
5.0139999999999985
6.5329999999999995
9.068999999999999
11.934
12.550999999999998
12.041
9.532
6.6320000000000014
3.827
2.66
1.374
0.4500000000000002
3.701
6.3020000000000005
9.443
12.137
11.956
13.326
10.368
6.58
3.503
3.174
0.977
0.13100000000000026
2.044
6.9499999999999975
9.579999999999998
12.005
14.355
15.018
10.185
7.593
4.369
1.348
-1.3849999999999998
2.258
1.596
8.181999999999999
11.367
13.242
14.521
13.097
12.339
8.666
6.825
2.171
1.5020000000000002
1.689
2.6639999999999997
7.193
9.417
12.818
12.532
12.668
10.675999999999998
7.374
6.739
5.8290000000000015
2.051
2.273
3.6630000000000003
6.587999999999999
9.845
11.162
14.394
13.209
11.151
7.1370000000000005
4.178
1.2209999999999996
2.737
0.6759999999999997
3.905
7.606
10.594
11.79
12.267
12.57
10.39
5.699
4.058
0.9580000000000002
1.54
3.649
4.569
7.8889999999999985
9.476
11.287
12.072
13.403
8.812000000000003
6.202999999999999
4.638
0.16999999999999993
1.2040000000000002
0.7549999999999999
5.565
9.901
11.247
13.825
13.51
13.166
10.578
6.654
5.035
2.5069999999999997
1.0140000000000002
2.286
2.931
7.029
9.851
12.526
13.038
12.557
10.893999999999998
9.312
5.15
1.8419999999999999
1.236
2.145
4.618
8.7
11.62
13.323
13.311
11.978
11.16
7.587999999999999
4.4430000000000005
1.273
2.999
3.758
5.4620000000000015
7.738999999999999
11.3
12.607999999999999
13.039
13.145
10.177999999999999
8.535
5.601
2.717
2.759
4.465
7.787000000000001
8.277999999999999
10.485999999999999
13.067
14.212
13.215
10.695
7.773999999999999
4.501
1.0210000000000004
1.758
1.966
5.0680000000000005
7.664999999999999
10.562999999999999
13.958
14.197000000000001
13.13
10.198
7.641999999999999
4.508
1.9709999999999999
2.6510000000000002
2.679
5.357
8.375
11.132
13.427
14.83
13.437
11.527999999999999
8.197000000000001
5.877000000000002
5.0760000000000005
3.213
3.092
5.365
8.988
10.751
13.765
14.007
13.269
11.148
7.978999999999999
6.058
3.037
1.893
1.5330000000000001
4.888
8.402999999999999
11.803999999999998
13.02
14.482
13.109000000000002
11.177999999999999
8.459
6.634
4.876
3.593
4.415
6.141
9.428999999999998
11.807
13.548
14.684
13.694
10.883
8.51
6.279
2.722
0.5950000000000002
1.853
5.729
8.737
11.280999999999999
14.124
14.384
13.635
10.079999999999998
8.655999999999999
5.957000000000002
2.9530000000000003
2.032
1.715
5.061
7.814999999999999
11.335999999999999
12.86
14.225
13.399
10.597999999999999
8.806000000000003
5.003
2.452
2.9570000000000003
4.085
4.4540000000000015
8.841000000000003
10.202
12.827
14.942
13.386
10.54
7.9929999999999986
7.4929999999999986
4.481
2.182
2.479
4.558
7.731
10.994000000000002
13.203
13.58
12.49
9.946
7.83
4.412
2.265
1.717
1.8330000000000002
4.65
8.059
10.489
12.857
13.727
11.966
10.425999999999998
8.634
4.2620000000000005
0.7819999999999996
2.006
2.815
4.521
7.869
10.581
13.049
13.803
13.222
11.235999999999999
7.899999999999999
6.596
2.5580000000000003
0.3340000000000001
2.329
5.7360000000000015
8.084999999999999
11.234000000000002
12.799
14.197000000000001
13.412
11.571
8.616999999999999
6.355
3.092
2.551
2.967
4.507
7.768999999999999
10.171
12.007
13.129
12.322
9.942
7.834999999999999
4.312
1.198
1.67
2.371
5.448
7.314999999999999
10.279000000000002
12.549
13.646
12.83
10.812
8.756
3.814
2.86
1.94
2.6189999999999998
3.865
6.555999999999999
9.972999999999999
12.099
13.526
13.018
10.805
7.653
4.1690000000000005
2.285
-0.5569999999999999
1.5630000000000002
3.723
7.382999999999999
9.985
12.742
14.367
13.568
11.106
8.526
5.16
2.613
2.156
3.482
2.673
7.891999999999999
10.289
12.548
14.411
14.07
10.853
8.219
3.92
1.0739999999999998
2.5610000000000004
2.1020000000000003
4.04
7.943
11.173
13.411
14.714
13.086
11.01
7.505
4.101
1.909
0.6490000000000002
2.468
3.307
6.77
10.764
13.062
14.552
13.708
10.921
8.764999999999999
4.744
2.548
1.636
2.787
5.75
8.309999999999999
10.535
12.629
13.584
13.241
10.94
8.307
4.824
3.73
2.974
3.92
4.744
7.829999999999999
10.04
12.53
13.991
13.295
11.325999999999999
8.722000000000001
4.947
3.765
1.868
2.0380000000000003
4.734
7.3889999999999985
10.109
12.84
13.921
13.046
10.819
8.7
4.401
1.891
2.661
1.6269999999999998
4.651
8.158
10.433
12.863
14.319
13.556
11.234000000000002
7.781999999999999
5.194
1.7359999999999998
3.213
3.3760000000000003
6.314
7.472999999999999
10.895999999999999
13.53
14.923
14.121
11.738
8.229
5.0440000000000005
3.776
2.753
3.602
4.046
7.979999999999999
10.622
12.828
14.25
13.414
11.619000000000002
8.618
5.574
1.7259999999999998
0.5100000000000002
3.726
4.806
8.11
10.579999999999998
13.247
14.466
13.268
