dt,AverageTemperature,Country
1919-10-01,15.556,Turkey
1919-11-01,9.585,Turkey
1919-12-01,3.435,Turkey
1920-01-01,1.2919999999999998,Turkey
1920-02-01,-2.0689999999999995,Turkey
1920-03-01,5.651,Turkey
1920-04-01,10.675999999999998,Turkey
1920-05-01,14.445,Turkey
1920-06-01,19.406,Turkey
1920-07-01,22.194000000000006,Turkey
1920-08-01,23.138,Turkey
1920-09-01,17.918,Turkey
1920-10-01,11.197000000000001,Turkey
1920-11-01,3.3279999999999994,Turkey
1920-12-01,0.3420000000000001,Turkey
1921-01-01,0.875,Turkey
1921-02-01,-0.71,Turkey
1921-03-01,3.75,Turkey
1921-04-01,9.41,Turkey
1921-05-01,15.41,Turkey
1921-06-01,18.094,Turkey
1921-07-01,22.713,Turkey
1921-08-01,23.09,Turkey
1921-09-01,17.079,Turkey
1921-10-01,11.782,Turkey
1921-11-01,7.4220000000000015,Turkey
1921-12-01,1.841,Turkey
1922-01-01,1.016,Turkey
1922-02-01,2.059,Turkey
1922-03-01,7.252000000000002,Turkey
1922-04-01,10.684000000000001,Turkey
1922-05-01,15.342,Turkey
1922-06-01,19.489,Turkey
1922-07-01,23.076,Turkey
1922-08-01,22.738000000000003,Turkey
1922-09-01,18.798,Turkey
1922-10-01,14.369000000000002,Turkey
1922-11-01,7.971999999999999,Turkey
1922-12-01,2.1830000000000003,Turkey
1923-01-01,0.925,Turkey
1923-02-01,2.596,Turkey
1923-03-01,5.723,Turkey
1923-04-01,8.817,Turkey
1923-05-01,16.067,Turkey
1923-06-01,20.165000000000006,Turkey
1923-07-01,22.236,Turkey
1923-08-01,21.206000000000003,Turkey
1923-09-01,19.730999999999998,Turkey
1923-10-01,14.032,Turkey
1923-11-01,10.27,Turkey
1923-12-01,5.369,Turkey
1924-01-01,1.077,Turkey
1924-02-01,1.7690000000000001,Turkey
1924-03-01,5.961,Turkey
1924-04-01,10.183000000000002,Turkey
1924-05-01,15.595,Turkey
1924-06-01,20.57,Turkey
1924-07-01,22.538,Turkey
1924-08-01,22.609,Turkey
1924-09-01,20.281,Turkey
1924-10-01,13.223,Turkey
1924-11-01,7.2799999999999985,Turkey
1924-12-01,0.9259999999999996,Turkey
1925-01-01,-2.245,Turkey
1925-02-01,2.6220000000000003,Turkey
1925-03-01,7.915,Turkey
1925-04-01,9.353000000000002,Turkey
1925-05-01,15.173,Turkey
1925-06-01,17.663,Turkey
1925-07-01,21.722,Turkey
1925-08-01,22.67100000000001,Turkey
1925-09-01,19.613,Turkey
1925-10-01,13.502,Turkey
1925-11-01,9.762,Turkey
1925-12-01,4.479,Turkey
1926-01-01,1.6509999999999998,Turkey
1926-02-01,2.693,Turkey
1926-03-01,5.347,Turkey
1926-04-01,10.824000000000002,Turkey
1926-05-01,15.639,Turkey
1926-06-01,19.926,Turkey
1926-07-01,21.956,Turkey
1926-08-01,21.539,Turkey
1926-09-01,17.2,Turkey
1926-10-01,13.894,Turkey
1926-11-01,9.763,Turkey
1926-12-01,4.163,Turkey
1927-01-01,1.5179999999999998,Turkey
1927-02-01,-1.3649999999999998,Turkey
1927-03-01,6.78,Turkey
1927-04-01,9.907,Turkey
1927-05-01,15.812,Turkey
1927-06-01,20.72,Turkey
1927-07-01,22.694000000000006,Turkey
1927-08-01,23.272,Turkey
1927-09-01,20.504,Turkey
1927-10-01,15.624,Turkey
1927-11-01,9.27,Turkey
1927-12-01,1.7109999999999999,Turkey
1928-01-01,0.0129999999999999,Turkey
1928-02-01,-0.5179999999999998,Turkey
1928-03-01,2.213,Turkey
1928-04-01,12.191,Turkey
1928-05-01,15.627,Turkey
1928-06-01,19.131,Turkey
1928-07-01,23.068,Turkey
1928-08-01,22.148000000000003,Turkey
1928-09-01,19.442,Turkey
1928-10-01,12.281,Turkey
1928-11-01,9.73,Turkey
1928-12-01,3.0980000000000003,Turkey
1929-01-01,-0.7369999999999999,Turkey
1929-02-01,-1.415,Turkey
1929-03-01,1.9140000000000001,Turkey
1929-04-01,9.576,Turkey
1929-05-01,17.133,Turkey
1929-06-01,19.187,Turkey
1929-07-01,22.073,Turkey
1929-08-01,24.734,Turkey
1929-09-01,17.933999999999994,Turkey
1929-10-01,13.967,Turkey
1929-11-01,9.908,Turkey
1929-12-01,3.608,Turkey
1930-01-01,1.921,Turkey
1930-02-01,2.5170000000000003,Turkey
1930-03-01,7.307,Turkey
1930-04-01,11.167000000000002,Turkey
1930-05-01,15.015999999999998,Turkey
1930-06-01,18.406,Turkey
1930-07-01,22.888,Turkey
1930-08-01,23.488000000000003,Turkey
1930-09-01,19.186,Turkey
1930-10-01,13.791,Turkey
1930-11-01,8.789,Turkey
1930-12-01,4.558,Turkey
1931-01-01,1.996,Turkey
1931-02-01,3.2140000000000004,Turkey
1931-03-01,6.369,Turkey
1931-04-01,9.015,Turkey
1931-05-01,14.838,Turkey
1931-06-01,19.127,Turkey
1931-07-01,23.136,Turkey
1931-08-01,23.259,Turkey
1931-09-01,19.778,Turkey
1931-10-01,13.559000000000001,Turkey
1931-11-01,5.688,Turkey
1931-12-01,0.7149999999999999,Turkey
1932-01-01,-1.2140000000000002,Turkey
1932-02-01,-0.060999999999999936,Turkey
1932-03-01,5.34,Turkey
1932-04-01,10.208,Turkey
1932-05-01,14.675,Turkey
1932-06-01,19.871,Turkey
1932-07-01,22.048,Turkey
1932-08-01,22.554000000000002,Turkey
1932-09-01,19.093,Turkey
1932-10-01,17.112000000000002,Turkey
1932-11-01,7.691,Turkey
1932-12-01,1.5959999999999999,Turkey
1933-01-01,-1.002,Turkey
1933-02-01,2.095,Turkey
1933-03-01,3.793,Turkey
1933-04-01,7.427000000000001,Turkey
1933-05-01,14.212,Turkey
1933-06-01,17.692999999999994,Turkey
1933-07-01,21.244,Turkey
1933-08-01,22.299000000000003,Turkey
1933-09-01,17.476999999999997,Turkey
1933-10-01,13.252,Turkey
1933-11-01,10.442,Turkey
1933-12-01,1.1309999999999998,Turkey
1934-01-01,-0.4490000000000001,Turkey
1934-02-01,-0.4350000000000001,Turkey
1934-03-01,7.246,Turkey
1934-04-01,11.012,Turkey
1934-05-01,15.308,Turkey
1934-06-01,19.064,Turkey
1934-07-01,22.371,Turkey
1934-08-01,22.329,Turkey
1934-09-01,18.559,Turkey
1934-10-01,13.925,Turkey
1934-11-01,9.161,Turkey
1934-12-01,3.222,Turkey
1935-01-01,0.014000000000000012,Turkey
1935-02-01,2.5980000000000003,Turkey
1935-03-01,4.852,Turkey
1935-04-01,10.113,Turkey
1935-05-01,16.579,Turkey
1935-06-01,20.24,Turkey
1935-07-01,22.181,Turkey
1935-08-01,23.413,Turkey
1935-09-01,20.218,Turkey
1935-10-01,14.64,Turkey
1935-11-01,6.7159999999999975,Turkey
1935-12-01,5.505,Turkey
1936-01-01,3.279,Turkey
1936-02-01,3.595,Turkey
1936-03-01,6.943,Turkey
1936-04-01,11.481000000000002,Turkey
1936-05-01,14.008,Turkey
1936-06-01,18.186,Turkey
1936-07-01,22.975,Turkey
1936-08-01,23.408,Turkey
1936-09-01,17.154999999999998,Turkey
1936-10-01,14.198,Turkey
1936-11-01,8.535,Turkey
1936-12-01,0.774,Turkey
1937-01-01,-2.3680000000000003,Turkey
1937-02-01,3.474,Turkey
1937-03-01,9.025,Turkey
1937-04-01,11.357000000000001,Turkey
1937-05-01,15.094,Turkey
1937-06-01,18.445,Turkey
1937-07-01,23.931,Turkey
1937-08-01,23.25800000000001,Turkey
1937-09-01,21.54,Turkey
1937-10-01,14.33,Turkey
1937-11-01,9.815,Turkey
1937-12-01,4.869,Turkey
1938-01-01,0.451,Turkey
1938-02-01,1.0650000000000002,Turkey
1938-03-01,3.2880000000000003,Turkey
1938-04-01,10.096,Turkey
1938-05-01,14.773,Turkey
1938-06-01,19.439,Turkey
1938-07-01,23.878,Turkey
1938-08-01,24.073,Turkey
1938-09-01,18.941,Turkey
1938-10-01,13.888,Turkey
1938-11-01,7.582000000000002,Turkey
1938-12-01,4.745,Turkey
1939-01-01,2.895,Turkey
1939-02-01,1.7790000000000004,Turkey
1939-03-01,4.7639999999999985,Turkey
1939-04-01,10.602,Turkey
1939-05-01,16.585,Turkey
1939-06-01,18.981,Turkey
1939-07-01,22.722,Turkey
1939-08-01,22.222,Turkey
1939-09-01,18.851,Turkey
1939-10-01,15.474,Turkey
1939-11-01,7.345,Turkey
1939-12-01,4.2860000000000005,Turkey
1940-01-01,-0.2,Turkey
1940-02-01,3.4210000000000003,Turkey
1940-03-01,4.3210000000000015,Turkey
1940-04-01,11.090000000000002,Turkey
1940-05-01,13.741,Turkey
1940-06-01,19.168000000000006,Turkey
1940-07-01,23.044,Turkey
1940-08-01,22.767000000000003,Turkey
1940-09-01,18.656,Turkey
1940-10-01,14.316,Turkey
1940-11-01,9.398,Turkey
1940-12-01,4.373,Turkey
1941-01-01,2.104,Turkey
1941-02-01,5.034,Turkey
1941-03-01,5.5920000000000005,Turkey
1941-04-01,11.617,Turkey
1941-05-01,16.773,Turkey
1941-06-01,20.259,Turkey
1941-07-01,22.863000000000003,Turkey
1941-08-01,22.22900000000001,Turkey
1941-09-01,17.965999999999994,Turkey
1941-10-01,11.333,Turkey
1941-11-01,6.3009999999999975,Turkey
1941-12-01,-1.3010000000000006,Turkey
1942-01-01,-2.035,Turkey
1942-02-01,2.801,Turkey
1942-03-01,4.447,Turkey
1942-04-01,9.543,Turkey
1942-05-01,16.003,Turkey
1942-06-01,20.879,Turkey
1942-07-01,22.383000000000006,Turkey
1942-08-01,22.728,Turkey
1942-09-01,18.587,Turkey
1942-10-01,13.385000000000002,Turkey
1942-11-01,8.046,Turkey
1942-12-01,1.882,Turkey
1943-01-01,0.466,Turkey
1943-02-01,-0.29499999999999993,Turkey
1943-03-01,2.0210000000000004,Turkey
1943-04-01,8.613999999999999,Turkey
1943-05-01,14.505999999999998,Turkey
1943-06-01,18.184,Turkey
1943-07-01,21.586,Turkey
1943-08-01,23.152,Turkey
1943-09-01,19.29,Turkey
1943-10-01,15.775,Turkey
1943-11-01,10.599,Turkey
1943-12-01,4.022,Turkey
1944-01-01,-0.06299999999999993,Turkey
1944-02-01,3.213,Turkey
1944-03-01,6.59,Turkey
1944-04-01,10.445,Turkey
1944-05-01,13.876,Turkey
1944-06-01,19.653,Turkey
1944-07-01,22.257,Turkey
1944-08-01,21.523000000000003,Turkey
1944-09-01,18.967,Turkey
1944-10-01,14.903,Turkey
1944-11-01,8.682,Turkey
1944-12-01,3.536,Turkey
1945-01-01,1.122,Turkey
1945-02-01,-0.3089999999999997,Turkey
1945-03-01,2.665,Turkey
1945-04-01,8.572000000000001,Turkey
1945-05-01,16.48,Turkey
1945-06-01,18.637,Turkey
1945-07-01,22.498,Turkey
1945-08-01,23.256,Turkey
1945-09-01,19.528,Turkey
1945-10-01,12.533,Turkey
1945-11-01,8.035,Turkey
1945-12-01,2.378,Turkey
1946-01-01,0.665,Turkey
1946-02-01,2.262,Turkey
1946-03-01,5.17,Turkey
1946-04-01,10.247000000000002,Turkey
1946-05-01,14.982999999999999,Turkey
1946-06-01,19.469,Turkey
1946-07-01,22.133000000000006,Turkey
1946-08-01,23.073,Turkey
1946-09-01,20.51,Turkey
1946-10-01,11.64,Turkey
1946-11-01,10.31,Turkey
1946-12-01,3.954,Turkey
1947-01-01,0.29499999999999993,Turkey
1947-02-01,3.289,Turkey
1947-03-01,9.395,Turkey
1947-04-01,11.849,Turkey
1947-05-01,15.992,Turkey
1947-06-01,20.33,Turkey
1947-07-01,23.326,Turkey
1947-08-01,22.268,Turkey
1947-09-01,18.248,Turkey
1947-10-01,12.485,Turkey
1947-11-01,9.253,Turkey
1947-12-01,5.4289999999999985,Turkey
1948-01-01,4.5360000000000005,Turkey
1948-02-01,2.496,Turkey
1948-03-01,2.185,Turkey
1948-04-01,9.032,Turkey
1948-05-01,14.982999999999999,Turkey
1948-06-01,19.381,Turkey
1948-07-01,22.858,Turkey
1948-08-01,23.334000000000003,Turkey
1948-09-01,18.465,Turkey
1948-10-01,13.004000000000001,Turkey
1948-11-01,6.039999999999999,Turkey
1948-12-01,-0.71,Turkey
1949-01-01,-1.3790000000000002,Turkey
1949-02-01,-1.642,Turkey
1949-03-01,3.279,Turkey
1949-04-01,7.301000000000001,Turkey
1949-05-01,16.277,Turkey
1949-06-01,19.811,Turkey
1949-07-01,22.063,Turkey
1949-08-01,21.684,Turkey
1949-09-01,16.871,Turkey
1949-10-01,13.192,Turkey
1949-11-01,10.152999999999999,Turkey
1949-12-01,3.922,Turkey
1950-01-01,-3.947,Turkey
1950-02-01,-0.7149999999999999,Turkey
1950-03-01,5.129,Turkey
1950-04-01,13.318,Turkey
1950-05-01,15.225999999999999,Turkey
1950-06-01,18.683,Turkey
1950-07-01,22.254,Turkey
1950-08-01,21.808000000000003,Turkey
1950-09-01,20.486,Turkey
1950-10-01,12.198,Turkey
1950-11-01,8.481,Turkey
1950-12-01,4.6789999999999985,Turkey
1951-01-01,1.911,Turkey
1951-02-01,3.019,Turkey
1951-03-01,8.126,Turkey
1951-04-01,11.726,Turkey
1951-05-01,15.661,Turkey
1951-06-01,19.309,Turkey
1951-07-01,22.708,Turkey
1951-08-01,23.446,Turkey
1951-09-01,19.26,Turkey
1951-10-01,10.456,Turkey
1951-11-01,8.309999999999999,Turkey
1951-12-01,0.823,Turkey
1952-01-01,1.173,Turkey
1952-02-01,3.192,Turkey
1952-03-01,4.796,Turkey
1952-04-01,10.761,Turkey
1952-05-01,14.306,Turkey
1952-06-01,18.228,Turkey
1952-07-01,22.571,Turkey
1952-08-01,23.784000000000002,Turkey
1952-09-01,21.346999999999998,Turkey
1952-10-01,15.472000000000001,Turkey
1952-11-01,8.7,Turkey
1952-12-01,5.999,Turkey
1953-01-01,2.963,Turkey
1953-02-01,3.0180000000000002,Turkey
1953-03-01,1.6639999999999997,Turkey
1953-04-01,10.201,Turkey
1953-05-01,14.626,Turkey
1953-06-01,19.442,Turkey
1953-07-01,22.955,Turkey
1953-08-01,23.109,Turkey
1953-09-01,18.369,Turkey
1953-10-01,13.592,Turkey
1953-11-01,4.811,Turkey
1953-12-01,-1.6939999999999995,Turkey
1954-01-01,-1.725,Turkey
1954-02-01,-0.028999999999999918,Turkey
1954-03-01,5.8039999999999985,Turkey
1954-04-01,8.491000000000001,Turkey
1954-05-01,15.264,Turkey
1954-06-01,20.709000000000003,Turkey
1954-07-01,24.061,Turkey
1954-08-01,24.113000000000003,Turkey
1954-09-01,19.619,Turkey
1954-10-01,14.446000000000002,Turkey
1954-11-01,9.076,Turkey
1954-12-01,4.606999999999998,Turkey
1955-01-01,3.609,Turkey
1955-02-01,6.6179999999999986,Turkey
1955-03-01,6.77,Turkey
1955-04-01,9.802,Turkey
1955-05-01,15.706,Turkey
1955-06-01,20.707,Turkey
1955-07-01,22.937,Turkey
1955-08-01,22.03700000000001,Turkey
1955-09-01,19.340999999999998,Turkey
1955-10-01,15.835,Turkey
1955-11-01,8.357999999999999,Turkey
1955-12-01,3.9,Turkey
1956-01-01,2.066,Turkey
1956-02-01,2.101,Turkey
1956-03-01,2.6519999999999997,Turkey
1956-04-01,10.624,Turkey
1956-05-01,13.786,Turkey
1956-06-01,19.457,Turkey
1956-07-01,22.541,Turkey
1956-08-01,23.669,Turkey
1956-09-01,17.445999999999998,Turkey
1956-10-01,12.165,Turkey
1956-11-01,6.565,Turkey
1956-12-01,0.5550000000000002,Turkey
1957-01-01,-1.517,Turkey
1957-02-01,2.9250000000000003,Turkey
1957-03-01,5.874,Turkey
1957-04-01,10.981000000000002,Turkey
1957-05-01,14.148,Turkey
1957-06-01,19.834000000000003,Turkey
1957-07-01,23.037,Turkey
1957-08-01,24.0,Turkey
1957-09-01,20.646,Turkey
1957-10-01,14.605,Turkey
1957-11-01,8.024,Turkey
1957-12-01,3.329,Turkey
1958-01-01,2.333,Turkey
1958-02-01,4.205,Turkey
1958-03-01,6.676,Turkey
1958-04-01,10.625,Turkey
1958-05-01,16.387999999999998,Turkey
1958-06-01,19.221,Turkey
1958-07-01,22.08,Turkey
1958-08-01,23.051,Turkey
1958-09-01,17.956999999999994,Turkey
1958-10-01,12.976,Turkey
1958-11-01,7.919,Turkey
1958-12-01,3.787,Turkey
1959-01-01,2.6719999999999997,Turkey
1959-02-01,-2.37,Turkey
1959-03-01,4.345,Turkey
1959-04-01,11.196000000000002,Turkey
1959-05-01,14.989,Turkey
1959-06-01,18.846,Turkey
1959-07-01,22.766,Turkey
1959-08-01,22.153000000000002,Turkey
1959-09-01,16.427999999999994,Turkey
1959-10-01,11.046,Turkey
1959-11-01,7.502999999999999,Turkey
1959-12-01,4.638,Turkey
1960-01-01,2.84,Turkey
1960-02-01,2.712,Turkey
1960-03-01,5.297999999999999,Turkey
1960-04-01,9.94,Turkey
1960-05-01,16.313,Turkey
1960-06-01,19.063,Turkey
1960-07-01,22.53,Turkey
1960-08-01,21.864,Turkey
1960-09-01,19.012999999999998,Turkey
1960-10-01,15.395,Turkey
1960-11-01,9.98,Turkey
1960-12-01,6.023,Turkey
1961-01-01,1.026,Turkey
1961-02-01,1.693,Turkey
1961-03-01,4.589,Turkey
1961-04-01,11.79,Turkey
1961-05-01,16.285999999999998,Turkey
1961-06-01,20.106,Turkey
1961-07-01,22.763,Turkey
1961-08-01,23.175,Turkey
1961-09-01,16.826,Turkey
1961-10-01,13.344000000000001,Turkey
1961-11-01,8.818,Turkey
1961-12-01,4.59,Turkey
1962-01-01,1.867,Turkey
1962-02-01,2.341,Turkey
1962-03-01,8.299,Turkey
1962-04-01,10.237,Turkey
1962-05-01,16.314,Turkey
1962-06-01,20.128,Turkey
1962-07-01,23.696,Turkey
1962-08-01,24.085,Turkey
1962-09-01,19.547,Turkey
1962-10-01,14.299000000000001,Turkey
1962-11-01,11.451,Turkey
1962-12-01,5.154,Turkey
1963-01-01,3.322,Turkey
1963-02-01,5.033,Turkey
1963-03-01,4.004,Turkey
1963-04-01,9.877,Turkey
1963-05-01,14.035,Turkey
1963-06-01,19.222,Turkey
1963-07-01,22.767,Turkey
1963-08-01,23.22900000000001,Turkey
1963-09-01,19.452,Turkey
1963-10-01,14.278,Turkey
1963-11-01,8.932,Turkey
1963-12-01,3.261,Turkey
1964-01-01,-3.3680000000000003,Turkey
1964-02-01,0.962,Turkey
1964-03-01,6.228,Turkey
1964-04-01,9.628,Turkey
1964-05-01,14.092,Turkey
1964-06-01,19.796000000000006,Turkey
1964-07-01,22.436,Turkey
1964-08-01,21.5,Turkey
1964-09-01,18.119,Turkey
1964-10-01,14.094000000000001,Turkey
1964-11-01,8.058,Turkey
1964-12-01,3.695,Turkey
1965-01-01,1.214,Turkey
1965-02-01,0.7950000000000002,Turkey
1965-03-01,6.322,Turkey
1965-04-01,9.202000000000002,Turkey
1965-05-01,14.741,Turkey
1965-06-01,20.186,Turkey
1965-07-01,22.587,Turkey
1965-08-01,22.673000000000002,Turkey
1965-09-01,19.36,Turkey
1965-10-01,10.636,Turkey
1965-11-01,7.843,Turkey
1965-12-01,4.498,Turkey
1966-01-01,4.155,Turkey
1966-02-01,6.0950000000000015,Turkey
1966-03-01,6.814,Turkey
1966-04-01,11.736,Turkey
1966-05-01,14.793,Turkey
1966-06-01,19.593,Turkey
1966-07-01,23.515,Turkey
1966-08-01,23.903000000000002,Turkey
1966-09-01,18.564,Turkey
1966-10-01,15.539000000000001,Turkey
1966-11-01,11.69,Turkey
1966-12-01,4.5600000000000005,Turkey
1967-01-01,0.31099999999999994,Turkey
1967-02-01,-1.5579999999999998,Turkey
1967-03-01,3.936,Turkey
1967-04-01,9.329,Turkey
1967-05-01,15.039,Turkey
1967-06-01,18.032,Turkey
1967-07-01,21.728,Turkey
1967-08-01,22.581000000000003,Turkey
1967-09-01,18.315,Turkey
1967-10-01,13.640999999999998,Turkey
1967-11-01,7.1320000000000014,Turkey
1967-12-01,3.81,Turkey
1968-01-01,-0.6659999999999999,Turkey
1968-02-01,1.5780000000000003,Turkey
1968-03-01,4.88,Turkey
1968-04-01,12.28,Turkey
1968-05-01,17.21,Turkey
1968-06-01,18.756,Turkey
1968-07-01,22.756,Turkey
1968-08-01,21.236,Turkey
1968-09-01,18.646,Turkey
1968-10-01,13.367,Turkey
1968-11-01,9.134,Turkey
1968-12-01,3.985,Turkey
1969-01-01,0.629,Turkey
1969-02-01,2.044,Turkey
1969-03-01,6.2860000000000005,Turkey
1969-04-01,8.274000000000001,Turkey
1969-05-01,16.22,Turkey
1969-06-01,20.609,Turkey
1969-07-01,21.132,Turkey
1969-08-01,23.012,Turkey
1969-09-01,19.249,Turkey
1969-10-01,12.934000000000001,Turkey
1969-11-01,8.200999999999999,Turkey
1969-12-01,5.037,Turkey
1970-01-01,3.474,Turkey
1970-02-01,4.832,Turkey
1970-03-01,7.72,Turkey
1970-04-01,12.903,Turkey
1970-05-01,14.969,Turkey
1970-06-01,19.703000000000007,Turkey
1970-07-01,23.278,Turkey
1970-08-01,22.268,Turkey
1970-09-01,18.395,Turkey
1970-10-01,12.028,Turkey
1970-11-01,9.261,Turkey
1970-12-01,1.824,Turkey
1971-01-01,3.8360000000000003,Turkey
1971-02-01,2.26,Turkey
1971-03-01,6.773,Turkey
1971-04-01,9.568,Turkey
1971-05-01,16.014,Turkey
1971-06-01,19.14,Turkey
1971-07-01,22.696,Turkey
1971-08-01,22.303,Turkey
1971-09-01,19.738,Turkey
1971-10-01,11.711,Turkey
1971-11-01,8.042,Turkey
1971-12-01,1.2619999999999998,Turkey
1972-01-01,-3.274,Turkey
1972-02-01,-1.2199999999999998,Turkey
1972-03-01,5.115,Turkey
1972-04-01,12.392000000000001,Turkey
1972-05-01,14.722,Turkey
1972-06-01,19.412000000000006,Turkey
1972-07-01,22.993,Turkey
1972-08-01,22.66,Turkey
1972-09-01,19.281,Turkey
1972-10-01,14.095999999999998,Turkey
1972-11-01,7.077999999999999,Turkey
1972-12-01,1.165,Turkey
1973-01-01,-0.8480000000000001,Turkey
1973-02-01,4.315,Turkey
1973-03-01,4.688,Turkey
1973-04-01,9.876,Turkey
1973-05-01,15.645,Turkey
1973-06-01,18.506,Turkey
1973-07-01,22.673,Turkey
1973-08-01,22.339000000000002,Turkey
1973-09-01,19.515,Turkey
1973-10-01,14.387,Turkey
1973-11-01,5.033999999999999,Turkey
1973-12-01,2.103,Turkey
1974-01-01,-2.3310000000000004,Turkey
1974-02-01,1.7150000000000003,Turkey
1974-03-01,6.9060000000000015,Turkey
1974-04-01,8.738999999999999,Turkey
1974-05-01,15.413,Turkey
1974-06-01,20.249000000000002,Turkey
1974-07-01,22.338,Turkey
1974-08-01,21.765,Turkey
1974-09-01,17.793999999999997,Turkey
1974-10-01,16.546,Turkey
1974-11-01,8.147,Turkey
1974-12-01,2.177,Turkey
1975-01-01,-0.003000000000000003,Turkey
1975-02-01,0.8030000000000004,Turkey
1975-03-01,6.617000000000001,Turkey
1975-04-01,12.514000000000001,Turkey
1975-05-01,15.027999999999999,Turkey
1975-06-01,20.019000000000002,Turkey
1975-07-01,23.465,Turkey
1975-08-01,22.547,Turkey
1975-09-01,19.027,Turkey
1975-10-01,12.858,Turkey
1975-11-01,7.13,Turkey
1975-12-01,0.4219999999999997,Turkey
1976-01-01,-0.3390000000000002,Turkey
1976-02-01,-1.7469999999999994,Turkey
1976-03-01,4.192,Turkey
1976-04-01,10.027000000000001,Turkey
1976-05-01,14.66,Turkey
1976-06-01,18.693,Turkey
1976-07-01,21.426,Turkey
1976-08-01,21.346,Turkey
1976-09-01,17.692,Turkey
1976-10-01,13.859000000000002,Turkey
1976-11-01,9.204,Turkey
1976-12-01,3.694,Turkey
1977-01-01,-0.49,Turkey
1977-02-01,5.894,Turkey
1977-03-01,5.8420000000000005,Turkey
1977-04-01,10.623,Turkey
1977-05-01,15.463,Turkey
1977-06-01,19.477,Turkey
1977-07-01,22.658,Turkey
1977-08-01,23.148000000000003,Turkey
1977-09-01,18.979,Turkey
1977-10-01,10.896,Turkey
1977-11-01,9.546,Turkey
1977-12-01,1.3869999999999998,Turkey
1978-01-01,1.585,Turkey
1978-02-01,5.0630000000000015,Turkey
1978-03-01,7.0630000000000015,Turkey
1978-04-01,9.947000000000001,Turkey
1978-05-01,15.624,Turkey
1978-06-01,18.99,Turkey
1978-07-01,23.244,Turkey
1978-08-01,21.495,Turkey
1978-09-01,18.484,Turkey
1978-10-01,14.334000000000001,Turkey
1978-11-01,5.7120000000000015,Turkey
1978-12-01,4.142,Turkey
1979-01-01,2.989,Turkey
1979-02-01,5.081,Turkey
1979-03-01,7.859,Turkey
1979-04-01,10.845,Turkey
1979-05-01,15.855,Turkey
1979-06-01,19.824,Turkey
1979-07-01,21.929,Turkey
1979-08-01,23.53700000000001,Turkey
1979-09-01,20.012999999999998,Turkey
1979-10-01,13.657,Turkey
1979-11-01,9.334,Turkey
1979-12-01,3.53,Turkey
1980-01-01,-0.3140000000000001,Turkey
1980-02-01,1.5340000000000005,Turkey
1980-03-01,5.1629999999999985,Turkey
1980-04-01,9.666,Turkey
1980-05-01,15.09,Turkey
1980-06-01,20.043000000000006,Turkey
1980-07-01,24.233,Turkey
1980-08-01,22.774,Turkey
1980-09-01,17.878,Turkey
1980-10-01,14.008,Turkey
1980-11-01,9.107,Turkey
1980-12-01,4.637,Turkey
1981-01-01,2.749,Turkey
1981-02-01,3.435,Turkey
1981-03-01,7.529,Turkey
1981-04-01,9.851,Turkey
1981-05-01,13.185,Turkey
1981-06-01,20.031,Turkey
1981-07-01,23.093000000000004,Turkey
1981-08-01,22.628,Turkey
1981-09-01,19.777,Turkey
1981-10-01,15.649000000000001,Turkey
1981-11-01,6.483,Turkey
1981-12-01,6.496,Turkey
1982-01-01,2.343,Turkey
1982-02-01,0.5630000000000002,Turkey
1982-03-01,4.475,Turkey
1982-04-01,10.934000000000001,Turkey
1982-05-01,15.057,Turkey
1982-06-01,19.211,Turkey
1982-07-01,21.028,Turkey
1982-08-01,21.864,Turkey
1982-09-01,19.672,Turkey
1982-10-01,13.368,Turkey
1982-11-01,6.186999999999999,Turkey
1982-12-01,3.281,Turkey
1983-01-01,-0.951,Turkey
1983-02-01,1.4469999999999998,Turkey
1983-03-01,5.6610000000000005,Turkey
1983-04-01,11.195,Turkey
1983-05-01,15.802,Turkey
1983-06-01,18.669,Turkey
1983-07-01,22.449,Turkey
1983-08-01,21.419,Turkey
1983-09-01,18.711,Turkey
1983-10-01,12.425,Turkey
1983-11-01,8.456,Turkey
1983-12-01,4.4060000000000015,Turkey
1984-01-01,3.684,Turkey
1984-02-01,3.964,Turkey
1984-03-01,6.675,Turkey
1984-04-01,9.311,Turkey
1984-05-01,15.4,Turkey
1984-06-01,19.442,Turkey
1984-07-01,22.383000000000006,Turkey
1984-08-01,20.44,Turkey
1984-09-01,20.090999999999998,Turkey
1984-10-01,14.081,Turkey
1984-11-01,8.104,Turkey
1984-12-01,1.121,Turkey
1985-01-01,3.4450000000000003,Turkey
1985-02-01,-0.113,Turkey
1985-03-01,3.952,Turkey
1985-04-01,11.643,Turkey
1985-05-01,17.037,Turkey
1985-06-01,19.894000000000002,Turkey
1985-07-01,21.438,Turkey
1985-08-01,23.977,Turkey
1985-09-01,18.854,Turkey
1985-10-01,11.515999999999998,Turkey
1985-11-01,9.965,Turkey
1985-12-01,3.427,Turkey
1986-01-01,2.86,Turkey
1986-02-01,3.698,Turkey
1986-03-01,6.356,Turkey
1986-04-01,12.45,Turkey
1986-05-01,13.242,Turkey
1986-06-01,19.348000000000006,Turkey
1986-07-01,23.501,Turkey
1986-08-01,24.372,Turkey
1986-09-01,20.56,Turkey
1986-10-01,13.196000000000002,Turkey
1986-11-01,5.4929999999999986,Turkey
1986-12-01,2.055,Turkey
1987-01-01,2.296,Turkey
1987-02-01,4.252,Turkey
