dt,AverageTemperature,Country
1852-12-01,3.752,Turkey
1853-01-01,1.745,Turkey
1853-02-01,3.757,Turkey
1853-03-01,7.2029999999999985,Turkey
1853-04-01,9.771,Turkey
1853-05-01,15.203,Turkey
1853-06-01,19.534000000000002,Turkey
1853-07-01,23.182,Turkey
1853-08-01,23.449,Turkey
1853-09-01,18.329,Turkey
1853-10-01,14.75,Turkey
1853-11-01,7.074,Turkey
1853-12-01,2.734,Turkey
1854-01-01,0.909,Turkey
1854-02-01,0.27200000000000024,Turkey
1854-03-01,2.401,Turkey
1854-04-01,6.899000000000001,Turkey
1854-05-01,15.07,Turkey
1854-06-01,18.53,Turkey
1854-07-01,22.18,Turkey
1854-08-01,21.62,Turkey
1854-09-01,17.035,Turkey
1854-10-01,14.435,Turkey
1854-11-01,8.623,Turkey
1854-12-01,4.2860000000000005,Turkey
1855-01-01,-0.4809999999999999,Turkey
1855-02-01,3.0780000000000003,Turkey
1855-03-01,7.484,Turkey
1855-04-01,9.587000000000002,Turkey
1855-05-01,16.392,Turkey
1855-06-01,20.03,Turkey
1855-07-01,22.219,Turkey
1855-08-01,22.09800000000001,Turkey
1855-09-01,16.116999999999994,Turkey
1855-10-01,13.585,Turkey
1855-11-01,7.675,Turkey
1855-12-01,1.849,Turkey
1856-01-01,1.494,Turkey
1856-02-01,1.5530000000000002,Turkey
1856-03-01,1.7990000000000002,Turkey
1856-04-01,8.357000000000001,Turkey
1856-05-01,14.651,Turkey
1856-06-01,20.083,Turkey
1856-07-01,22.01,Turkey
1856-08-01,22.853,Turkey
1856-09-01,18.52,Turkey
1856-10-01,11.6,Turkey
1856-11-01,5.973,Turkey
1856-12-01,4.098,Turkey
1857-01-01,3.069,Turkey
1857-02-01,-0.4069999999999996,Turkey
1857-03-01,3.809,Turkey
1857-04-01,9.7,Turkey
1857-05-01,14.175,Turkey
1857-06-01,18.147000000000002,Turkey
1857-07-01,21.362,Turkey
1857-08-01,20.809,Turkey
1857-09-01,16.206999999999994,Turkey
1857-10-01,12.734000000000002,Turkey
1857-11-01,6.138999999999999,Turkey
1857-12-01,0.6619999999999999,Turkey
1858-01-01,-3.162,Turkey
1858-02-01,-1.557,Turkey
1858-03-01,4.907,Turkey
1858-04-01,9.104,Turkey
1858-05-01,15.2,Turkey
1858-06-01,18.790000000000006,Turkey
1858-07-01,23.021,Turkey
1858-08-01,22.326,Turkey
1858-09-01,17.407,Turkey
1858-10-01,14.547,Turkey
1858-11-01,8.952,Turkey
1858-12-01,2.747,Turkey
1859-01-01,-2.1390000000000002,Turkey
1859-02-01,0.2330000000000001,Turkey
1859-03-01,5.191,Turkey
1859-04-01,11.010000000000002,Turkey
1859-05-01,16.302,Turkey
1859-06-01,18.678,Turkey
1859-07-01,21.781,Turkey
1859-08-01,23.117,Turkey
1859-09-01,19.553,Turkey
1859-10-01,13.791,Turkey
1859-11-01,7.452000000000001,Turkey
1859-12-01,3.539,Turkey
1860-01-01,1.019,Turkey
1860-02-01,1.96,Turkey
1860-03-01,3.37,Turkey
1860-04-01,11.158,Turkey
1860-05-01,14.594,Turkey
1860-06-01,20.94,Turkey
1860-07-01,23.405,Turkey
1860-08-01,23.551,Turkey
1860-09-01,19.797,Turkey
1860-10-01,13.32,Turkey
1860-11-01,6.523999999999999,Turkey
1860-12-01,3.332,Turkey
1861-01-01,-1.6130000000000002,Turkey
1861-02-01,0.6360000000000001,Turkey
1861-03-01,5.357,Turkey
1861-04-01,8.218,Turkey
1861-05-01,12.285,Turkey
1861-06-01,19.086,Turkey
1861-07-01,22.834,Turkey
1861-08-01,21.769000000000002,Turkey
1861-09-01,17.866,Turkey
1861-10-01,11.455,Turkey
1861-11-01,8.73,Turkey
1861-12-01,0.2769999999999997,Turkey
1862-01-01,-0.961,Turkey
1862-02-01,-0.11699999999999955,Turkey
1862-03-01,5.7879999999999985,Turkey
1862-04-01,10.484000000000002,Turkey
1862-05-01,15.152,Turkey
1862-06-01,20.842,Turkey
1862-07-01,22.867,Turkey
1862-08-01,21.521,Turkey
1862-09-01,17.003,Turkey
1862-10-01,10.317,Turkey
1862-11-01,6.207999999999998,Turkey
1862-12-01,-0.8729999999999998,Turkey
1863-01-01,-0.6729999999999999,Turkey
1863-02-01,-0.428,Turkey
1863-03-01,6.357,Turkey
1863-04-01,8.182,Turkey
1863-05-01,15.795,Turkey
1863-06-01,19.17,Turkey
1863-07-01,22.364,Turkey
1863-08-01,21.837000000000003,Turkey
1863-09-01,19.283,Turkey
1863-10-01,12.877,Turkey
1863-11-01,7.786,Turkey
1863-12-01,1.215,Turkey
1864-01-01,-3.727,Turkey
1864-02-01,1.308,Turkey
1864-03-01,7.891999999999999,Turkey
1864-04-01,9.503,Turkey
1864-05-01,13.805,Turkey
1864-06-01,19.975,Turkey
1864-07-01,21.106,Turkey
1864-08-01,22.035,Turkey
1864-09-01,18.752,Turkey
1864-10-01,13.36,Turkey
1864-11-01,8.956,Turkey
1864-12-01,1.6440000000000001,Turkey
1865-01-01,3.5700000000000003,Turkey
1865-02-01,2.946,Turkey
1865-03-01,6.933,Turkey
1865-04-01,7.9570000000000025,Turkey
1865-05-01,13.788,Turkey
1865-06-01,18.405,Turkey
1865-07-01,22.268,Turkey
1865-08-01,22.571,Turkey
1865-09-01,16.587,Turkey
1865-10-01,15.043,Turkey
1865-11-01,7.896,Turkey
1865-12-01,0.07100000000000017,Turkey
1866-01-01,-0.41100000000000003,Turkey
1866-02-01,2.162,Turkey
1866-03-01,7.71,Turkey
1866-04-01,9.386000000000001,Turkey
1866-05-01,14.517999999999999,Turkey
1866-06-01,18.765,Turkey
1866-07-01,23.183000000000003,Turkey
1866-08-01,22.83,Turkey
1866-09-01,19.025,Turkey
1866-10-01,11.390999999999998,Turkey
1866-11-01,6.206999999999999,Turkey
1866-12-01,2.18,Turkey
1867-01-01,2.427,Turkey
1867-02-01,1.1800000000000002,Turkey
1867-03-01,4.697,Turkey
1867-04-01,10.05,Turkey
1867-05-01,15.146999999999998,Turkey
1867-06-01,18.281,Turkey
1867-07-01,21.726,Turkey
1867-08-01,21.078000000000007,Turkey
1867-09-01,17.604,Turkey
1867-10-01,13.437000000000001,Turkey
1867-11-01,6.379,Turkey
1867-12-01,2.755,Turkey
1868-01-01,1.49,Turkey
1868-02-01,-1.025,Turkey
1868-03-01,4.447,Turkey
1868-04-01,8.082,Turkey
1868-05-01,14.517999999999999,Turkey
1868-06-01,19.341,Turkey
1868-07-01,21.848000000000006,Turkey
1868-08-01,22.199,Turkey
1868-09-01,18.824,Turkey
1868-10-01,15.82,Turkey
1868-11-01,6.8089999999999975,Turkey
1868-12-01,2.603,Turkey
1869-01-01,-1.985,Turkey
1869-02-01,1.859,Turkey
1869-03-01,7.205999999999999,Turkey
1869-04-01,8.503,Turkey
1869-05-01,15.919,Turkey
1869-06-01,20.592,Turkey
1869-07-01,21.335,Turkey
1869-08-01,23.827,Turkey
1869-09-01,18.129,Turkey
1869-10-01,13.892000000000001,Turkey
1869-11-01,7.8249999999999975,Turkey
1869-12-01,3.58,Turkey
1870-01-01,2.322,Turkey
1870-02-01,0.6780000000000004,Turkey
1870-03-01,6.645,Turkey
1870-04-01,6.686000000000003,Turkey
1870-05-01,16.279,Turkey
1870-06-01,18.040000000000006,Turkey
1870-07-01,21.53,Turkey
1870-08-01,22.442,Turkey
1870-09-01,17.412,Turkey
1870-10-01,11.333,Turkey
1870-11-01,9.787,Turkey
1870-12-01,4.704,Turkey
1871-01-01,1.778,Turkey
1871-02-01,0.9760000000000002,Turkey
1871-03-01,4.029,Turkey
1871-04-01,9.878,Turkey
1871-05-01,14.040999999999999,Turkey
1871-06-01,18.773000000000003,Turkey
1871-07-01,22.433000000000003,Turkey
1871-08-01,22.913,Turkey
1871-09-01,17.512999999999998,Turkey
1871-10-01,12.126,Turkey
1871-11-01,8.794,Turkey
1871-12-01,2.488,Turkey
1872-01-01,1.327,Turkey
1872-02-01,-0.7410000000000001,Turkey
1872-03-01,6.671,Turkey
1872-04-01,11.646,Turkey
1872-05-01,16.447,Turkey
1872-06-01,18.607000000000006,Turkey
1872-07-01,21.949,Turkey
1872-08-01,22.72,Turkey
1872-09-01,19.796,Turkey
1872-10-01,14.063,Turkey
1872-11-01,9.883,Turkey
1872-12-01,4.312,Turkey
1873-01-01,2.983,Turkey
1873-02-01,2.5620000000000003,Turkey
1873-03-01,6.308,Turkey
1873-04-01,11.377,Turkey
1873-05-01,16.415,Turkey
1873-06-01,18.345,Turkey
1873-07-01,22.24,Turkey
1873-08-01,22.821,Turkey
1873-09-01,18.153,Turkey
1873-10-01,14.028,Turkey
1873-11-01,7.6629999999999985,Turkey
1873-12-01,2.1790000000000003,Turkey
1874-01-01,-0.5030000000000001,Turkey
1874-02-01,-0.29600000000000026,Turkey
1874-03-01,0.9850000000000004,Turkey
1874-04-01,10.495,Turkey
1874-05-01,15.040999999999999,Turkey
1874-06-01,18.815,Turkey
1874-07-01,21.781,Turkey
1874-08-01,22.685,Turkey
1874-09-01,18.49,Turkey
1874-10-01,13.199000000000002,Turkey
1874-11-01,9.154,Turkey
1874-12-01,6.754,Turkey
1875-01-01,-0.4650000000000001,Turkey
1875-02-01,1.3840000000000001,Turkey
1875-03-01,1.9980000000000002,Turkey
1875-04-01,8.136000000000001,Turkey
1875-05-01,14.204,Turkey
1875-06-01,20.880000000000006,Turkey
1875-07-01,22.371,Turkey
1875-08-01,21.933000000000003,Turkey
1875-09-01,16.304000000000002,Turkey
1875-10-01,13.496,Turkey
1875-11-01,7.77,Turkey
1875-12-01,0.5950000000000002,Turkey
1876-01-01,-2.2410000000000005,Turkey
1876-02-01,1.436,Turkey
1876-03-01,7.345,Turkey
1876-04-01,11.276000000000002,Turkey
1876-05-01,15.686,Turkey
1876-06-01,19.861,Turkey
1876-07-01,22.363000000000003,Turkey
1876-08-01,22.16200000000001,Turkey
1876-09-01,19.636,Turkey
1876-10-01,12.956,Turkey
1876-11-01,5.4819999999999975,Turkey
1876-12-01,4.455,Turkey
1877-01-01,0.88,Turkey
1877-02-01,1.556,Turkey
1877-03-01,7.500999999999999,Turkey
1877-04-01,11.465,Turkey
1877-05-01,15.280999999999999,Turkey
1877-06-01,19.110000000000007,Turkey
1877-07-01,22.229,Turkey
1877-08-01,22.666,Turkey
1877-09-01,19.048,Turkey
1877-10-01,13.405,Turkey
1877-11-01,7.144,Turkey
1877-12-01,1.725,Turkey
1878-01-01,-1.0730000000000002,Turkey
1878-02-01,0.09200000000000008,Turkey
1878-03-01,5.1080000000000005,Turkey
1878-04-01,10.273,Turkey
1878-05-01,14.921,Turkey
1878-06-01,20.013,Turkey
1878-07-01,22.49,Turkey
1878-08-01,22.371,Turkey
1878-09-01,19.910999999999998,Turkey
1878-10-01,14.073,Turkey
1878-11-01,10.725999999999999,Turkey
1878-12-01,5.542000000000002,Turkey
1879-01-01,1.255,Turkey
1879-02-01,5.426,Turkey
1879-03-01,5.7639999999999985,Turkey
1879-04-01,11.914000000000001,Turkey
1879-05-01,15.662,Turkey
1879-06-01,20.446,Turkey
1879-07-01,23.37,Turkey
1879-08-01,22.199,Turkey
1879-09-01,19.061,Turkey
1879-10-01,13.143,Turkey
1879-11-01,7.391999999999999,Turkey
1879-12-01,1.245,Turkey
1880-01-01,-3.6830000000000007,Turkey
1880-02-01,-1.0919999999999996,Turkey
1880-03-01,1.982,Turkey
1880-04-01,7.947000000000001,Turkey
1880-05-01,13.815999999999999,Turkey
1880-06-01,19.559,Turkey
1880-07-01,22.701,Turkey
1880-08-01,22.35,Turkey
1880-09-01,17.616999999999994,Turkey
1880-10-01,14.286,Turkey
1880-11-01,8.459999999999999,Turkey
1880-12-01,1.7369999999999999,Turkey
1881-01-01,0.728,Turkey
1881-02-01,1.5950000000000002,Turkey
1881-03-01,5.428,Turkey
1881-04-01,9.942,Turkey
1881-05-01,14.16,Turkey
1881-06-01,17.907,Turkey
1881-07-01,21.616,Turkey
1881-08-01,22.76400000000001,Turkey
1881-09-01,19.064,Turkey
1881-10-01,12.874,Turkey
1881-11-01,6.028,Turkey
1881-12-01,1.0539999999999998,Turkey
1882-01-01,-0.861,Turkey
1882-02-01,-1.4339999999999995,Turkey
1882-03-01,5.447,Turkey
1882-04-01,8.823,Turkey
1882-05-01,13.934,Turkey
1882-06-01,18.023000000000003,Turkey
1882-07-01,23.179,Turkey
1882-08-01,22.63600000000001,Turkey
1882-09-01,19.016,Turkey
1882-10-01,11.75,Turkey
1882-11-01,8.338,Turkey
1882-12-01,3.333,Turkey
1883-01-01,-1.5719999999999998,Turkey
1883-02-01,-0.010999999999999677,Turkey
1883-03-01,5.01,Turkey
1883-04-01,8.899000000000003,Turkey
1883-05-01,14.994000000000002,Turkey
1883-06-01,19.901000000000003,Turkey
1883-07-01,23.295,Turkey
1883-08-01,22.728,Turkey
1883-09-01,19.41,Turkey
1883-10-01,14.312000000000001,Turkey
1883-11-01,7.814999999999999,Turkey
1883-12-01,2.356,Turkey
1884-01-01,-1.001,Turkey
1884-02-01,0.5860000000000001,Turkey
1884-03-01,5.035,Turkey
1884-04-01,10.136000000000001,Turkey
1884-05-01,13.999,Turkey
1884-06-01,18.680000000000003,Turkey
1884-07-01,21.492,Turkey
1884-08-01,21.279000000000003,Turkey
1884-09-01,16.633,Turkey
1884-10-01,13.135000000000002,Turkey
1884-11-01,6.545,Turkey
1884-12-01,3.969,Turkey
1885-01-01,-1.372,Turkey
1885-02-01,2.155,Turkey
1885-03-01,5.505,Turkey
1885-04-01,9.889,Turkey
1885-05-01,16.625,Turkey
1885-06-01,19.432000000000002,Turkey
1885-07-01,22.689,Turkey
1885-08-01,22.05,Turkey
1885-09-01,18.691,Turkey
1885-10-01,14.47,Turkey
1885-11-01,7.845,Turkey
1885-12-01,2.317,Turkey
1886-01-01,1.764,Turkey
1886-02-01,1.993,Turkey
1886-03-01,4.735,Turkey
1886-04-01,8.913,Turkey
1886-05-01,14.610999999999999,Turkey
1886-06-01,19.583,Turkey
1886-07-01,21.24,Turkey
1886-08-01,22.102,Turkey
1886-09-01,18.155,Turkey
1886-10-01,12.732000000000001,Turkey
1886-11-01,6.584999999999999,Turkey
1886-12-01,4.254,Turkey
1887-01-01,-0.73,Turkey
1887-02-01,-0.4049999999999998,Turkey
1887-03-01,4.798,Turkey
1887-04-01,9.208,Turkey
1887-05-01,15.719,Turkey
1887-06-01,19.180000000000003,Turkey
1887-07-01,22.06,Turkey
1887-08-01,22.59800000000001,Turkey
1887-09-01,19.533,Turkey
1887-10-01,14.803,Turkey
1887-11-01,8.99,Turkey
1887-12-01,4.319,Turkey
1888-01-01,-1.6689999999999998,Turkey
1888-02-01,1.891,Turkey
1888-03-01,6.714,Turkey
1888-04-01,10.781,Turkey
1888-05-01,14.475,Turkey
1888-06-01,18.732000000000006,Turkey
1888-07-01,22.839,Turkey
1888-08-01,22.38900000000001,Turkey
1888-09-01,18.555,Turkey
1888-10-01,15.033,Turkey
1888-11-01,5.305,Turkey
1888-12-01,0.8660000000000001,Turkey
1889-01-01,-1.7560000000000004,Turkey
1889-02-01,3.687,Turkey
1889-03-01,6.2010000000000005,Turkey
1889-04-01,10.439,Turkey
1889-05-01,14.932,Turkey
1889-06-01,18.988000000000003,Turkey
1889-07-01,23.374,Turkey
1889-08-01,22.51400000000001,Turkey
1889-09-01,18.570999999999998,Turkey
1889-10-01,14.71,Turkey
1889-11-01,6.42,Turkey
1889-12-01,0.8660000000000001,Turkey
1890-01-01,-1.5599999999999998,Turkey
1890-02-01,-0.17799999999999996,Turkey
1890-03-01,6.34,Turkey
1890-04-01,10.799000000000001,Turkey
1890-05-01,15.772,Turkey
1890-06-01,19.061,Turkey
1890-07-01,23.019,Turkey
1890-08-01,23.839000000000002,Turkey
1890-09-01,18.003999999999994,Turkey
1890-10-01,12.664000000000001,Turkey
1890-11-01,8.503,Turkey
1890-12-01,1.056,Turkey
1891-01-01,-0.23,Turkey
1891-02-01,-1.2989999999999997,Turkey
1891-03-01,6.305,Turkey
1891-04-01,9.579,Turkey
1891-05-01,14.237,Turkey
1891-06-01,19.838,Turkey
1891-07-01,22.753,Turkey
1891-08-01,23.337000000000003,Turkey
1891-09-01,18.435,Turkey
1891-10-01,13.24,Turkey
1891-11-01,7.029,Turkey
1891-12-01,2.188,Turkey
1892-01-01,0.369,Turkey
1892-02-01,1.857,Turkey
1892-03-01,5.92,Turkey
1892-04-01,9.397,Turkey
1892-05-01,14.414,Turkey
1892-06-01,20.388,Turkey
1892-07-01,22.374,Turkey
1892-08-01,22.733,Turkey
1892-09-01,20.424,Turkey
1892-10-01,15.009,Turkey
1892-11-01,6.795,Turkey
1892-12-01,2.801,Turkey
1893-01-01,-1.449,Turkey
1893-02-01,0.31300000000000017,Turkey
1893-03-01,3.996,Turkey
1893-04-01,6.944000000000001,Turkey
1893-05-01,13.635,Turkey
1893-06-01,18.687,Turkey
1893-07-01,22.517,Turkey
1893-08-01,22.50800000000001,Turkey
1893-09-01,18.395,Turkey
1893-10-01,13.781,Turkey
1893-11-01,9.237,Turkey
1893-12-01,2.1950000000000003,Turkey
1894-01-01,-2.49,Turkey
1894-02-01,-0.1469999999999998,Turkey
1894-03-01,4.6160000000000005,Turkey
1894-04-01,8.435,Turkey
1894-05-01,14.658,Turkey
1894-06-01,18.916,Turkey
1894-07-01,22.176,Turkey
1894-08-01,22.591,Turkey
1894-09-01,17.721999999999994,Turkey
1894-10-01,14.462000000000002,Turkey
1894-11-01,6.505,Turkey
1894-12-01,2.146,Turkey
1895-01-01,2.101,Turkey
1895-02-01,3.287,Turkey
1895-03-01,4.605,Turkey
1895-04-01,9.344,Turkey
1895-05-01,14.113,Turkey
1895-06-01,18.57,Turkey
1895-07-01,22.897,Turkey
1895-08-01,22.538,Turkey
1895-09-01,17.339000000000002,Turkey
1895-10-01,13.47,Turkey
1895-11-01,6.8610000000000015,Turkey
1895-12-01,3.08,Turkey
1896-01-01,-1.703,Turkey
1896-02-01,-0.2549999999999999,Turkey
1896-03-01,5.0310000000000015,Turkey
1896-04-01,7.565000000000001,Turkey
1896-05-01,13.462,Turkey
1896-06-01,18.359,Turkey
1896-07-01,21.765,Turkey
1896-08-01,23.594,Turkey
1896-09-01,19.445999999999998,Turkey
1896-10-01,14.82,Turkey
1896-11-01,7.532999999999999,Turkey
1896-12-01,3.417,Turkey
1897-01-01,0.13699999999999998,Turkey
1897-02-01,0.981,Turkey
1897-03-01,5.28,Turkey
1897-04-01,10.214,Turkey
1897-05-01,14.414,Turkey
1897-06-01,19.366000000000003,Turkey
1897-07-01,23.075,Turkey
1897-08-01,22.658,Turkey
1897-09-01,20.291,Turkey
1897-10-01,13.535,Turkey
1897-11-01,3.611999999999999,Turkey
1897-12-01,0.3999999999999999,Turkey
1898-01-01,-2.332,Turkey
1898-02-01,2.431,Turkey
1898-03-01,4.448,Turkey
1898-04-01,10.072000000000001,Turkey
1898-05-01,14.309,Turkey
1898-06-01,18.805000000000003,Turkey
1898-07-01,22.618,Turkey
1898-08-01,22.116000000000003,Turkey
1898-09-01,18.075,Turkey
1898-10-01,14.518,Turkey
1898-11-01,8.273,Turkey
1898-12-01,2.484,Turkey
1899-01-01,1.045,Turkey
1899-02-01,2.952,Turkey
1899-03-01,5.865,Turkey
1899-04-01,11.083,Turkey
1899-05-01,16.133,Turkey
1899-06-01,19.097,Turkey
1899-07-01,22.706,Turkey
1899-08-01,22.472,Turkey
1899-09-01,19.811,Turkey
1899-10-01,13.032,Turkey
1899-11-01,6.521999999999999,Turkey
1899-12-01,0.8439999999999999,Turkey
1900-01-01,1.523,Turkey
1900-02-01,4.011,Turkey
1900-03-01,5.065,Turkey
1900-04-01,10.311000000000002,Turkey
1900-05-01,14.904000000000002,Turkey
1900-06-01,18.768,Turkey
1900-07-01,22.363000000000003,Turkey
1900-08-01,22.372,Turkey
1900-09-01,17.509,Turkey
1900-10-01,14.836,Turkey
1900-11-01,7.266,Turkey
1900-12-01,4.037,Turkey
1901-01-01,-1.5769999999999995,Turkey
1901-02-01,3.789,Turkey
1901-03-01,9.044,Turkey
1901-04-01,12.050999999999998,Turkey
1901-05-01,14.575,Turkey
1901-06-01,20.174000000000003,Turkey
1901-07-01,22.905,Turkey
1901-08-01,23.04300000000001,Turkey
1901-09-01,18.668,Turkey
1901-10-01,13.102,Turkey
1901-11-01,7.516999999999999,Turkey
1901-12-01,5.417999999999998,Turkey
1902-01-01,0.8690000000000001,Turkey
1902-02-01,4.12,Turkey
1902-03-01,5.852,Turkey
1902-04-01,10.412,Turkey
1902-05-01,15.342,Turkey
1902-06-01,19.685,Turkey
1902-07-01,21.449,Turkey
1902-08-01,22.681,Turkey
1902-09-01,18.199,Turkey
1902-10-01,13.731,Turkey
1902-11-01,5.7379999999999995,Turkey
1902-12-01,1.422,Turkey
1903-01-01,-0.6319999999999999,Turkey
1903-02-01,1.7030000000000003,Turkey
1903-03-01,4.717,Turkey
1903-04-01,10.826,Turkey
1903-05-01,15.474,Turkey
1903-06-01,18.704,Turkey
1903-07-01,22.116,Turkey
1903-08-01,22.257,Turkey
1903-09-01,17.651,Turkey
1903-10-01,13.302,Turkey
1903-11-01,6.83,Turkey
1903-12-01,3.382,Turkey
1904-01-01,-1.955,Turkey
1904-02-01,3.6289999999999996,Turkey
1904-03-01,4.9860000000000015,Turkey
1904-04-01,9.015,Turkey
1904-05-01,13.874,Turkey
1904-06-01,18.918000000000006,Turkey
1904-07-01,22.524,Turkey
1904-08-01,22.435,Turkey
1904-09-01,18.272,Turkey
1904-10-01,14.031,Turkey
1904-11-01,6.901,Turkey
1904-12-01,1.788,Turkey
1905-01-01,-1.855,Turkey
1905-02-01,-0.6259999999999999,Turkey
1905-03-01,4.5489999999999995,Turkey
1905-04-01,9.777000000000001,Turkey
1905-05-01,14.687,Turkey
1905-06-01,18.365,Turkey
1905-07-01,22.817,Turkey
1905-08-01,22.853,Turkey
1905-09-01,19.288,Turkey
1905-10-01,14.671,Turkey
1905-11-01,9.875,Turkey
1905-12-01,1.307,Turkey
1906-01-01,-0.6119999999999999,Turkey
1906-02-01,2.24,Turkey
1906-03-01,6.152,Turkey
1906-04-01,9.705,Turkey
1906-05-01,13.915,Turkey
1906-06-01,18.876,Turkey
1906-07-01,21.947,Turkey
1906-08-01,21.835,Turkey
1906-09-01,17.637,Turkey
1906-10-01,12.822000000000001,Turkey
1906-11-01,7.922999999999999,Turkey
1906-12-01,3.811,Turkey
1907-01-01,-0.96,Turkey
1907-02-01,0.4740000000000002,Turkey
1907-03-01,2.476,Turkey
1907-04-01,8.455000000000002,Turkey
1907-05-01,16.014,Turkey
1907-06-01,19.439,Turkey
1907-07-01,22.096,Turkey
1907-08-01,22.154,Turkey
1907-09-01,17.29,Turkey
1907-10-01,13.285,Turkey
1907-11-01,5.5379999999999985,Turkey
1907-12-01,2.738,Turkey
1908-01-01,-0.6359999999999999,Turkey
1908-02-01,1.3510000000000002,Turkey
1908-03-01,4.2330000000000005,Turkey
1908-04-01,9.284,Turkey
1908-05-01,15.645,Turkey
1908-06-01,19.517000000000003,Turkey
1908-07-01,21.6,Turkey
1908-08-01,22.428,Turkey
1908-09-01,18.689,Turkey
1908-10-01,12.326,Turkey
1908-11-01,5.126,Turkey
1908-12-01,0.4310000000000001,Turkey
1909-01-01,-1.5040000000000002,Turkey
1909-02-01,0.552,Turkey
1909-03-01,6.3370000000000015,Turkey
1909-04-01,8.991000000000003,Turkey
1909-05-01,16.631999999999998,Turkey
1909-06-01,18.56,Turkey
1909-07-01,23.2,Turkey
1909-08-01,22.719,Turkey
1909-09-01,20.189,Turkey
1909-10-01,14.202,Turkey
1909-11-01,8.841000000000003,Turkey
1909-12-01,4.197,Turkey
1910-01-01,1.077,Turkey
1910-02-01,3.695,Turkey
1910-03-01,4.112,Turkey
1910-04-01,10.152000000000001,Turkey
1910-05-01,14.672,Turkey
1910-06-01,19.19,Turkey
1910-07-01,22.461,Turkey
1910-08-01,22.583000000000002,Turkey
1910-09-01,18.355999999999998,Turkey
1910-10-01,12.469000000000001,Turkey
1910-11-01,7.7719999999999985,Turkey
1910-12-01,1.3669999999999998,Turkey
1911-01-01,-2.8580000000000005,Turkey
1911-02-01,-3.4160000000000004,Turkey
1911-03-01,3.2110000000000003,Turkey
1911-04-01,8.912,Turkey
1911-05-01,14.771999999999998,Turkey
1911-06-01,18.454,Turkey
1911-07-01,21.84,Turkey
1911-08-01,22.327,Turkey
1911-09-01,18.044,Turkey
1911-10-01,12.877,Turkey
1911-11-01,8.719,Turkey
1911-12-01,3.307,Turkey
1912-01-01,0.384,Turkey
1912-02-01,4.3870000000000005,Turkey
1912-03-01,7.035,Turkey
1912-04-01,9.848,Turkey
1912-05-01,13.478,Turkey
1912-06-01,19.435,Turkey
1912-07-01,20.771,Turkey
1912-08-01,21.414,Turkey
1912-09-01,19.389,Turkey
1912-10-01,12.804,Turkey
1912-11-01,7.8169999999999975,Turkey
1912-12-01,2.511,Turkey
1913-01-01,-1.0890000000000002,Turkey
1913-02-01,-1.2160000000000002,Turkey
1913-03-01,4.942,Turkey
1913-04-01,9.98,Turkey
1913-05-01,13.855,Turkey
1913-06-01,18.306,Turkey
1913-07-01,21.506,Turkey
1913-08-01,22.369,Turkey
1913-09-01,19.322,Turkey
1913-10-01,12.94,Turkey
1913-11-01,7.6679999999999975,Turkey
1913-12-01,2.745,Turkey
1914-01-01,1.2,Turkey
1914-02-01,2.6790000000000003,Turkey
1914-03-01,7.417000000000002,Turkey
1914-04-01,8.968,Turkey
1914-05-01,14.044,Turkey
1914-06-01,17.904000000000003,Turkey
1914-07-01,21.935,Turkey
1914-08-01,21.745,Turkey
1914-09-01,17.516,Turkey
1914-10-01,11.879000000000001,Turkey
1914-11-01,6.1679999999999975,Turkey
1914-12-01,2.8480000000000003,Turkey
1915-01-01,4.052,Turkey
1915-02-01,3.0120000000000005,Turkey
1915-03-01,6.367000000000001,Turkey
1915-04-01,9.826,Turkey
1915-05-01,13.514,Turkey
1915-06-01,18.859,Turkey
1915-07-01,22.193,Turkey
1915-08-01,21.75500000000001,Turkey
1915-09-01,17.858999999999995,Turkey
1915-10-01,13.562000000000001,Turkey
1915-11-01,8.089,Turkey
1915-12-01,4.831,Turkey
1916-01-01,1.03,Turkey
1916-02-01,2.511,Turkey
1916-03-01,7.479,Turkey
1916-04-01,10.303,Turkey
1916-05-01,15.856,Turkey
1916-06-01,20.729000000000006,Turkey
1916-07-01,23.226,Turkey
1916-08-01,21.964000000000002,Turkey
1916-09-01,17.747999999999994,Turkey
1916-10-01,13.282,Turkey
1916-11-01,9.617,Turkey
1916-12-01,4.956,Turkey
1917-01-01,2.44,Turkey
1917-02-01,1.6840000000000002,Turkey
1917-03-01,7.172999999999999,Turkey
1917-04-01,11.967,Turkey
1917-05-01,13.192,Turkey
1917-06-01,18.609,Turkey
1917-07-01,22.504,Turkey
1917-08-01,22.59800000000001,Turkey
1917-09-01,18.526,Turkey
1917-10-01,13.924000000000001,Turkey
1917-11-01,10.311,Turkey
1917-12-01,1.849,Turkey
1918-01-01,0.985,Turkey
1918-02-01,1.632,Turkey
1918-03-01,5.113,Turkey
1918-04-01,9.362000000000002,Turkey
1918-05-01,14.25,Turkey
1918-06-01,18.165000000000006,Turkey
1918-07-01,21.835,Turkey
1918-08-01,21.741,Turkey
1918-09-01,20.123,Turkey
1918-10-01,16.256,Turkey
1918-11-01,8.699,Turkey
1918-12-01,3.831,Turkey
1919-01-01,2.984,Turkey
1919-02-01,3.147,Turkey
1919-03-01,6.747999999999998,Turkey
1919-04-01,11.284,Turkey
1919-05-01,12.209,Turkey
1919-06-01,17.345000000000002,Turkey
1919-07-01,21.466,Turkey
1919-08-01,21.124000000000002,Turkey
1919-09-01,19.003,Turkey
